id,perc_of_compensation_paid,age_in_days,age_id,age_group,income,count_3-6_months_late,count_6-12_months_late,count_more_than_12_months_late,cause
76527,0.205,15709.0,3,Зрелый,177060.0,0,0,0,упало дерево на автомобиль
63588,0.0,18991.0,3,Зрелый,291070.0,0,0,0,проникли в жилье
40883,1.0,28111.0,4,Пожилой,240100.0,0,0,0,сотрясение во время отдыха
92065,0.247,19722.0,3,Зрелый,309630.0,0,0,0,потоп в квартире
92667,0.0,26660.0,4,Пожилой,121910.0,3,0,0,травма во время отдыха
88987,0.278,13519.0,3,Зрелый,100090.0,0,0,0,потоп в квартире
57025,0.188,14615.0,3,Зрелый,185490.0,0,0,0,проникли в жилье
94299,1.0,23010.0,4,Пожилой,45030.0,0,0,0,поломка авто
70371,0.025,20812.0,4,Пожилой,227580.0,0,0,0,повреждение автомобиля
67464,0.014,25190.0,4,Пожилой,66150.0,0,0,0,замкнуло электричество дома
65614,0.809,20453.0,4,Пожилой,184120.0,0,0,0,травма во время отдыха
97224,0.0,26658.0,4,Пожилой,123050.0,0,0,0,кража автомобиля
82015,1.0,23009.0,4,Пожилой,249020.0,0,0,0,обокрали дачу
57111,0.251,17900.0,3,Зрелый,178610.0,0,0,0,врезались в автомобиль
89018,0.737,17165.0,3,Зрелый,189030.0,0,0,0,кража автомобиля
21914,1.0,10958.0,2,Молодой,105110.0,1,0,0,несчастный случай в отпуске
17041,0.187,17895.0,3,Зрелый,152830.0,0,0,0,упало дерево на автомобиль
65029,1.0,20817.0,4,Пожилой,351450.0,0,0,0,повреждение авто
91948,0.229,21912.0,4,Пожилой,27070.0,0,0,0,украли авто
38033,0.012,32132.0,4,Пожилой,38630.0,1,0,0,кража в квартире
44878,0.38,13514.0,3,Зрелый,204030.0,0,0,0,обокрали дачу
21725,1.0,21175.0,4,Пожилой,143020.0,0,0,0,дтп
1984,0.247,19716.0,3,Зрелый,322530.0,0,0,0,украли багаж в отпуске
10796,0.051,22635.0,4,Пожилой,210140.0,0,0,0,несчастный случай в отпуске
111869,0.483,15340.0,3,Зрелый,96520.0,0,0,0,украли багаж в отпуске
71905,1.0,20818.0,4,Пожилой,213060.0,0,0,0,поломка авто
31724,0.732,17525.0,3,Зрелый,359870.0,0,0,0,потоп в квартире
35676,0.389,24827.0,4,Пожилой,137590.0,0,0,0,повреждение авто
24135,0.0,14249.0,3,Зрелый,207060.0,0,0,0,кража авто
19381,0.252,17535.0,3,Зрелый,750080.0,0,0,0,обокрали дачу
109279,0.262,9861.0,2,Молодой,75150.0,0,0,0,кража авто
44173,0.95,9135.0,2,Молодой,82580.0,0,0,0,повреждение авто
41794,1.0,29211.0,4,Пожилой,150030.0,0,0,0,упало дерево на автомобиль
32555,0.14400000000000002,13516.0,3,Зрелый,204110.0,0,0,0,потоп в квартире
5460,0.502,13154.0,3,Зрелый,66070.0,1,0,0,кража в квартире
19210,0.462,14249.0,3,Зрелый,81740.0,0,0,0,украли багаж в отпуске
108312,0.611,12050.0,2,Молодой,99540.0,0,0,0,несчастный случай на отдыхе
18506,1.0,21905.0,4,Пожилой,72020.0,2,0,0,травма во время отдыха
49761,0.023,15345.0,3,Зрелый,91620.0,0,0,0,потоп в квартире
50722,0.5589999999999999,9131.0,2,Молодой,24680.0,0,0,1,кража автомобиля
22172,0.019,10959.0,2,Молодой,470210.0,0,0,0,повреждение автомобиля
55784,0.878,13513.0,3,Зрелый,242550.0,0,0,0,сгорел дом
81365,1.0,26290.0,4,Пожилой,225150.0,0,0,0,сгорел дом
18071,0.123,28110.0,4,Пожилой,106600.0,0,0,0,сгорел дом
49545,0.541,20083.0,4,Пожилой,115110.0,0,0,0,повреждение автомобиля
47832,0.7759999999999999,17899.0,3,Зрелый,172680.0,0,0,0,проникли в жилье
41763,0.649,14608.0,3,Зрелый,198050.0,1,0,0,сотрясение во время отдыха
86331,1.0,23365.0,4,Пожилой,86310.0,0,0,0,сотрясение во время отдыха
9178,0.0,21178.0,4,Пожилой,154250.0,1,0,0,сгорела квартира
5035,1.0,20087.0,4,Пожилой,120150.0,0,0,0,травма во время отдыха
36361,0.848,9500.0,2,Молодой,102060.0,3,0,0,украли багаж в отпуске
91169,0.0,18623.0,3,Зрелый,87050.0,0,0,0,упало дерево на автомобиль
79064,0.918,12058.0,2,Молодой,187640.0,0,1,1,травма во время отдыха
7966,0.461,23004.0,4,Пожилой,250110.0,0,0,0,дтп
18685,0.537,11323.0,2,Молодой,79780.0,0,0,0,затопило дом
99109,0.588,17896.0,3,Зрелый,210030.0,0,0,0,хищение автомобиля (каско)
233,0.017,14611.0,3,Зрелый,1050110.0,0,0,0,упало дерево на автомобиль
86917,0.126,20450.0,4,Пожилой,174030.0,0,0,0,кража автомобиля
100637,0.39,24827.0,4,Пожилой,375090.0,0,0,0,сгорела квартира
89914,0.426,15708.0,3,Зрелый,180070.0,0,0,0,украли багаж в отпуске
62554,0.017,21182.0,4,Пожилой,150700.0,0,0,0,сгорел дом
76687,0.452,18629.0,3,Зрелый,165080.0,1,1,0,сломала ногу в отпуске
55104,0.0,10598.0,2,Молодой,540150.0,0,0,0,взломали квартиру
25341,0.021,22640.0,4,Пожилой,100050.0,0,0,0,замкнуло электричество дома
58071,1.0,8407.0,2,Молодой,30110.0,0,0,0,замкнуло электричество дома
7151,0.141,17893.0,3,Зрелый,227700.0,0,0,0,несчастный случай на отдыхе
21041,1.0,28116.0,4,Пожилой,150130.0,0,0,0,кража авто
41724,0.279,14972.0,3,Зрелый,126040.0,0,0,0,сломала ногу в отпуске
91225,1.0,19355.0,3,Зрелый,60110.0,0,0,0,кража автомобиля
81936,0.095,18620.0,3,Зрелый,90060.0,0,0,0,хищение автомобиля (каско)
19787,0.518,20085.0,4,Пожилой,73240.0,0,0,0,поломка авто
29633,0.107,11691.0,2,Молодой,141320.0,0,0,0,взломали квартиру
13823,0.499,27017.0,4,Пожилой,127630.0,0,0,0,украли багаж в отпуске
19103,0.115,16071.0,3,Зрелый,218450.0,0,0,0,врезались в автомобиль
27504,1.0,11325.0,2,Молодой,76270.0,0,0,0,поломка авто
8398,0.004,17163.0,3,Зрелый,408140.0,0,0,0,кража автомобиля
36490,0.051,28848.0,4,Пожилой,150070.0,0,0,0,сгорела квартира
54757,1.0,18988.0,3,Зрелый,137740.0,0,0,0,украли авто
16781,1.0,8403.0,2,Молодой,57720.0,0,0,0,кража авто
8919,0.899,13155.0,3,Зрелый,54140.0,1,0,0,дтп
54532,1.0,23007.0,4,Пожилой,157380.0,0,0,0,кража автомобиля
21472,0.035,14245.0,3,Зрелый,269760.0,0,0,0,поломка авто
107085,0.0,17162.0,3,Зрелый,105070.0,0,0,0,затопило дом
1691,0.228,21547.0,4,Пожилой,492500.0,0,0,0,кража автомобиля
58738,0.064,25923.0,4,Пожилой,81730.0,3,0,0,кража в квартире
18469,0.7879999999999999,13877.0,3,Зрелый,235590.0,1,0,0,кража авто
13532,1.0,20446.0,4,Пожилой,2130040.0,0,1,0,повреждение авто
34351,0.273,21180.0,4,Пожилой,225080.0,0,0,0,травма в отпуске
6487,0.131,21906.0,4,Пожилой,189110.0,0,0,0,несчастный случай в отпуске
55919,0.243,14978.0,3,Зрелый,62550.0,0,0,0,украли багаж в отпуске
41437,0.0,21548.0,4,Пожилой,187050.0,0,0,0,упало дерево на автомобиль
15763,0.177,12425.0,2,Молодой,110390.0,0,0,0,украли авто
13375,0.937,15703.0,3,Зрелый,181560.0,1,0,0,упало дерево на автомобиль
73018,1.0,28113.0,4,Пожилой,87700.0,0,0,0,кража авто
27358,0.956,11326.0,2,Молодой,75120.0,2,3,0,украли багаж в отпуске
47857,0.831,16440.0,3,Зрелый,250140.0,0,0,0,дтп
28430,0.5,16074.0,3,Зрелый,78080.0,4,0,0,обокрали дачу
39036,1.0,25200.0,4,Пожилой,83200.0,0,0,0,хищение автомобиля (каско)
49493,1.0,23373.0,4,Пожилой,535060.0,0,0,0,травма во время отдыха
82147,1.0,24464.0,4,Пожилой,200030.0,0,0,0,хищение автомобиля (каско)
8958,0.7490000000000001,17527.0,3,Зрелый,165050.0,0,0,0,украли багаж в отпуске
46998,0.008,21184.0,4,Пожилой,150090.0,0,0,0,потоп в квартире
53193,0.126,20815.0,4,Пожилой,210030.0,0,0,0,сгорел дом
89825,0.0,8038.0,2,Молодой,81490.0,0,0,0,сгорела квартира
104055,0.483,20089.0,4,Пожилой,210140.0,1,0,0,повреждение автомобиля
45162,0.005,23001.0,4,Пожилой,94530.0,0,0,0,хищение автомобиля (каско)
105597,1.0,15703.0,3,Зрелый,58800.0,0,0,0,украли авто
76271,0.0,16433.0,3,Зрелый,372570.0,0,0,0,врезались в автомобиль
6384,0.068,19720.0,3,Зрелый,142090.0,0,0,0,хищение автомобиля (каско)
55047,1.0,20811.0,4,Пожилой,372120.0,0,0,0,поломка авто
106361,0.979,19722.0,3,Зрелый,84790.0,0,0,0,сотрясение во время отдыха
44462,0.307,18627.0,3,Зрелый,384450.0,0,0,0,повреждение автомобиля
77449,0.05,17896.0,3,Зрелый,350160.0,0,0,0,украли багаж в отпуске
108619,0.6509999999999999,10957.0,2,Молодой,161700.0,5,0,0,травма во время отдыха
23457,1.0,30301.0,4,Пожилой,89700.0,0,0,0,затопило дом
76950,1.0,13519.0,3,Зрелый,97610.0,3,1,0,травма во время отдыха
63395,1.0,24466.0,4,Пожилой,291060.0,0,0,0,потоп в квартире
96752,0.029,21909.0,4,Пожилой,451130.0,0,0,0,потоп в квартире
95217,0.645,17898.0,3,Зрелый,189100.0,0,0,0,украли багаж в отпуске
71818,0.594,17525.0,3,Зрелый,187540.0,0,0,0,кража авто
72519,1.0,21911.0,4,Пожилой,267910.0,0,0,0,проникли в жилье
22917,0.112,18257.0,3,Зрелый,160090.0,1,0,0,сотрясение во время отдыха
87293,0.041,28110.0,4,Пожилой,46700.0,0,0,0,врезались в автомобиль
18272,0.265,17894.0,3,Зрелый,181740.0,0,0,0,украли авто
2931,1.0,21176.0,4,Пожилой,243900.0,0,0,0,украли авто
74633,0.036000000000000004,14972.0,3,Зрелый,288070.0,0,0,0,взломали квартиру
35661,0.758,11330.0,2,Молодой,135060.0,1,0,1,украли багаж в отпуске
90892,0.129,16804.0,3,Зрелый,222090.0,0,0,0,кража автомобиля
33889,0.016,15708.0,3,Зрелый,87960.0,0,0,0,замкнуло электричество дома
95607,1.0,22642.0,4,Пожилой,141790.0,1,0,0,повреждение автомобиля
113189,0.08900000000000001,13148.0,3,Зрелый,357330.0,0,0,0,дтп
107501,0.006999999999999999,16435.0,3,Зрелый,150070.0,0,0,0,врезались в автомобиль
89926,1.0,23369.0,4,Пожилой,210030.0,0,0,0,кража в квартире
1687,0.353,21546.0,4,Пожилой,150040.0,0,0,0,кража в квартире
67293,0.154,21914.0,4,Пожилой,211450.0,0,0,0,травма в отпуске
11304,0.5379999999999999,18986.0,3,Зрелый,313180.0,0,0,0,врезались в автомобиль
1634,0.29,14608.0,3,Зрелый,150080.0,0,0,0,украли авто
58090,1.0,25557.0,4,Пожилой,315070.0,0,0,0,упало дерево на автомобиль
16935,0.109,21175.0,4,Пожилой,225140.0,0,0,0,кража авто
49664,0.097,16797.0,3,Зрелый,171190.0,0,0,0,проникли в жилье
17568,0.17,13880.0,3,Зрелый,140040.0,0,0,0,хищение автомобиля (каско)
100524,0.005,14976.0,3,Зрелый,500110.0,0,0,0,травма во время отдыха
109870,1.0,21543.0,4,Пожилой,62520.0,0,0,0,кража авто
99916,0.015,24834.0,4,Пожилой,225050.0,0,0,0,украли авто
80442,1.0,16436.0,3,Зрелый,36060.0,0,0,0,дтп
78314,0.622,12051.0,2,Молодой,180110.0,0,0,0,травма во время отдыха
82666,1.0,22276.0,4,Пожилой,108040.0,0,0,0,сгорела квартира
74541,0.962,11688.0,2,Молодой,119610.0,1,0,0,поломка авто
12496,0.268,13153.0,3,Зрелый,87530.0,0,0,0,украли авто
2063,1.0,27016.0,4,Пожилой,78340.0,0,0,0,кража авто
40085,0.885,16066.0,3,Зрелый,233820.0,0,0,0,взломали квартиру
16182,0.754,17528.0,3,Зрелый,186130.0,0,0,0,кража в квартире
86105,0.0,21178.0,4,Пожилой,90050.0,0,0,0,травма в отпуске
29912,1.0,32132.0,4,Пожилой,70580.0,0,0,0,сотрясение во время отдыха
4012,0.8109999999999999,17532.0,3,Зрелый,-212520.0,0,0,0,проникли в жилье
93060,0.199,18624.0,3,ЗРЕЛЫЙ,42120.0,0,0,0,кража авто
67130,1.0,20080.0,4,Пожилой,276550.0,0,0,0,хищение автомобиля (каско)
8778,0.073,24825.0,4,Пожилой,202470.0,0,0,0,упало дерево на автомобиль
95269,1.0,20088.0,4,Пожилой,72060.0,1,0,0,несчастный случай в отпуске
13206,0.099,13875.0,3,Зрелый,120040.0,0,0,0,дтп
97228,1.0,23372.0,4,ПОЖИЛОЙ,132150.0,0,0,0,хищение автомобиля (каско)
48811,0.096,18261.0,3,Зрелый,-75120.0,0,0,0,взломали квартиру
73434,0.068,9503.0,2,Молодой,-180070.0,0,0,0,кража автомобиля
46635,0.413,23000.0,4,Пожилой,174130.0,0,0,0,травма в отпуске
22555,1.0,21544.0,4,Пожилой,112650.0,0,0,0,замкнуло электричество дома
33934,1.0,14978.0,3,Зрелый,269650.0,0,0,0,сотрясение во время отдыха
13105,0.377,17894.0,3,Зрелый,187540.0,0,0,0,врезались в автомобиль
57861,0.123,23370.0,4,Пожилой,263720.0,0,0,0,проникли в жилье
105664,0.101,17161.0,3,Зрелый,63040.0,0,0,0,кража автомобиля
35603,0.936,13145.0,3,Зрелый,193650.0,0,0,0,замкнуло электричество дома
104415,0.578,16805.0,3,Зрелый,215080.0,0,0,0,затопило дом
44330,0.848,10958.0,2,Молодой,90080.0,0,0,0,несчастный случай на отдыхе
72098,0.012,20453.0,4,Пожилой,111120.0,0,0,0,врезались в автомобиль
83169,0.52,13155.0,3,Зрелый,189100.0,3,0,0,сломала ногу в отпуске
49568,0.03,23001.0,4,Пожилой,195120.0,0,0,0,потоп в квартире
103402,0.154,23365.0,4,Пожилой,188370.0,0,0,0,украли багаж в отпуске
10115,0.825,23731.0,4,Пожилой,45030.0,0,0,0,упало дерево на автомобиль
66247,0.229,25560.0,4,Пожилой,186150.0,0,0,0,проникли в жилье
37717,0.005,15705.0,3,Зрелый,80070.0,0,0,0,кража в квартире
63887,0.157,17162.0,3,Зрелый,223580.0,0,0,0,повреждение автомобиля
93327,0.234,11320.0,2,Молодой,135140.0,0,0,1,несчастный случай в отпуске
18725,0.19,14978.0,3,Зрелый,234050.0,3,0,0,замкнуло электричество дома
29920,0.654,23000.0,4,Пожилой,141390.0,0,0,0,сгорела квартира
41571,0.748,11689.0,2,Молодой,180150.0,0,0,0,дтп
72077,1.0,20451.0,4,Пожилой,360050.0,0,0,0,проникли в жилье
64670,0.32,10592.0,2,Молодой,46390.0,0,0,0,потоп в квартире
92872,0.101,13149.0,3,Зрелый,120110.0,0,0,0,несчастный случай в отпуске
22910,0.209,18627.0,3,Зрелый,317020.0,0,0,0,украли багаж в отпуске
32754,0.0,12420.0,2,Молодой,105110.0,0,0,0,затопило дом
77665,0.336,20448.0,4,Пожилой,156600.0,0,0,0,несчастный случай на отдыхе
63726,0.053,13148.0,3,Зрелый,246090.0,0,0,0,травма в отпуске
3463,0.98,17897.0,3,Зрелый,306130.0,1,0,0,несчастный случай в отпуске
52488,1.0,13146.0,3,Зрелый,125050.0,2,1,0,замкнуло электричество дома
34107,1.0,24098.0,4,Пожилой,200050.0,0,0,0,украли авто
70799,0.609,15337.0,3,Зрелый,176110.0,0,0,0,украли багаж в отпуске
61235,0.042,13875.0,3,Зрелый,150080.0,0,0,0,врезались в автомобиль
19066,0.008,18629.0,3,Зрелый,175090.0,0,0,0,обокрали дачу
18470,0.027000000000000003,12420.0,2,Молодой,300050.0,0,0,0,обокрали дачу
82082,0.5489999999999999,25190.0,4,Пожилой,116040.0,0,0,0,кража в квартире
99249,0.238,12785.0,3,Зрелый,239510.0,0,0,0,кража авто
41481,0.062,16805.0,3,Зрелый,268350.0,1,0,0,хищение автомобиля (каско)
79190,1.0,24464.0,4,Пожилой,60120.0,0,0,0,обокрали дачу
10673,0.002,17160.0,3,Зрелый,143200.0,2,0,0,врезались в автомобиль
34472,1.0,14243.0,3,Зрелый,160430.0,1,2,0,замкнуло электричество дома
102923,0.42,18627.0,3,Зрелый,158180.0,0,0,0,несчастный случай на отдыхе
28970,0.264,16067.0,3,Зрелый,275150.0,0,0,0,сгорел дом
75959,1.0,30665.0,4,Пожилой,259740.0,3,0,0,проникли в жилье
23354,1.0,25195.0,4,Пожилой,68470.0,1,0,0,кража автомобиля
92852,1.0,23735.0,4,Пожилой,147040.0,1,2,1,проникли в жилье
3078,1.0,22272.0,4,Пожилой,73260.0,0,0,0,сломала ногу в отпуске
40073,0.041,12053.0,2,Молодой,232020.0,0,0,0,травма в отпуске
56926,0.081,10598.0,2,Молодой,132360.0,1,0,0,кража автомобиля
47639,0.701,16434.0,3,Зрелый,125060.0,0,0,0,повреждение авто
71239,1.0,18621.0,3,Зрелый,42910.0,0,0,0,затопило дом
35429,0.036000000000000004,17528.0,3,Зрелый,57060.0,0,0,0,сломала ногу в отпуске
7495,1.0,20080.0,4,Пожилой,306110.0,0,0,0,травма в отпуске
46620,1.0,20818.0,4,Пожилой,173610.0,0,0,0,повреждение авто
5384,1.0,14240.0,3,Зрелый,72120.0,2,0,2,хищение автомобиля (каско)
110254,0.14800000000000002,13876.0,3,Зрелый,270090.0,2,0,0,кража автомобиля
87763,1.0,21177.0,4,Пожилой,79200.0,0,0,0,поломка авто
60949,0.314,19354.0,3,Зрелый,300040.0,0,0,0,обокрали дачу
13918,0.508,19724.0,3,Зрелый,106390.0,4,0,1,кража автомобиля
48935,0.0,16072.0,3,Зрелый,600110.0,1,0,0,кража автомобиля
2270,0.124,13145.0,3,Зрелый,163760.0,0,0,0,потоп в квартире
107214,0.04,12787.0,3,Зрелый,168030.0,0,0,0,упало дерево на автомобиль
4173,0.045,14970.0,3,Зрелый,150120.0,0,0,0,врезались в автомобиль
90515,1.0,27387.0,4,Пожилой,112540.0,0,0,0,повреждение автомобиля
63265,0.329,13883.0,3,Зрелый,225150.0,3,0,0,сломала ногу в отпуске
93802,0.009000000000000001,16074.0,3,Зрелый,176310.0,0,0,0,несчастный случай на отдыхе
63048,1.0,28484.0,4,Пожилой,210100.0,0,0,0,украли багаж в отпуске
1499,1.0,26652.0,4,Пожилой,90090.0,0,0,0,врезались в автомобиль
33354,1.0,24102.0,4,Пожилой,180140.0,1,0,0,проникли в жилье
83481,1.0,24830.0,4,Пожилой,143240.0,0,0,0,упало дерево на автомобиль
82136,1.0,25920.0,4,Пожилой,66120.0,0,0,0,украли авто
79878,0.921,12787.0,3,Зрелый,100930.0,1,0,0,сотрясение во время отдыха
78817,1.0,11694.0,2,Молодой,90090.0,0,2,0,сотрясение во время отдыха
70116,0.0,21912.0,4,Пожилой,60030.0,0,0,2,сотрясение во время отдыха
54980,0.0,14979.0,3,Зрелый,72110.0,0,0,0,сотрясение во время отдыха
5119,0.6779999999999999,25557.0,4,Пожилой,62590.0,2,0,1,повреждение авто
49740,0.8859999999999999,14608.0,3,Зрелый,135030.0,0,0,0,сгорел дом
73923,0.981,11689.0,2,Молодой,126120.0,0,0,0,проникли в жилье
13682,0.037000000000000005,16802.0,3,Зрелый,267580.0,0,0,0,проникли в жилье
61096,0.073,14611.0,3,Зрелый,105090.0,0,0,0,сгорел дом
106233,1.0,27020.0,4,Пожилой,219090.0,0,0,0,затопило дом
113185,0.127,23007.0,4,Пожилой,577560.0,0,0,0,поломка авто
71792,0.001,16075.0,3,Зрелый,339050.0,0,0,0,обокрали дачу
3216,0.343,13882.0,3,Зрелый,210110.0,0,1,0,потоп в квартире
33653,1.0,21184.0,4,Пожилой,349600.0,0,0,0,несчастный случай в отпуске
39852,1.0,20452.0,4,Пожилой,153040.0,2,1,0,кража в квартире
86397,0.6679999999999999,9862.0,2,Молодой,152170.0,0,0,0,повреждение автомобиля
74310,0.023,17896.0,3,Зрелый,109540.0,0,0,0,проникли в жилье
7129,0.0,8774.0,2,Молодой,24680.0,0,0,0,поломка авто
52695,1.0,24097.0,4,Пожилой,337750.0,0,0,0,врезались в автомобиль
3993,0.873,12423.0,2,Молодой,79760.0,0,0,0,кража авто
111278,0.005,18264.0,3,Зрелый,270110.0,0,0,0,затопило дом
31289,1.0,21545.0,4,Пожилой,203560.0,0,0,0,кража автомобиля
29167,1.0,20080.0,4,Пожилой,46260.0,0,0,0,дтп
14626,0.016,14609.0,3,Зрелый,186120.0,0,0,0,кража в квартире
33757,1.0,30668.0,4,Пожилой,98290.0,1,0,0,хищение автомобиля (каско)
32299,1.0,25561.0,4,Пожилой,310130.0,0,0,0,обокрали дачу
110815,1.0,23371.0,4,Пожилой,262570.0,1,0,0,потоп в квартире
34672,1.0,29941.0,4,Пожилой,150100.0,0,0,0,дтп
100599,1.0,20088.0,4,Пожилой,155060.0,1,0,0,травма во время отдыха
24307,0.129,16069.0,3,Зрелый,227350.0,0,0,0,затопило дом
35824,0.11,18257.0,3,Зрелый,270120.0,1,0,0,взломали квартиру
35223,0.932,16070.0,3,Зрелый,234070.0,0,0,0,проникли в жилье
109522,0.279,14240.0,3,Зрелый,94280.0,0,0,0,кража авто
53697,0.13699999999999998,16803.0,3,Зрелый,105100.0,0,0,0,сломала ногу в отпуске
96339,0.207,11686.0,2,Молодой,175060.0,0,0,0,обокрали дачу
90929,0.287,13516.0,3,Зрелый,114140.0,0,0,0,травма во время отдыха
94354,0.47,16795.0,3,Зрелый,188810.0,0,0,0,поломка авто
377,1.0,24828.0,4,Пожилой,138320.0,0,0,0,несчастный случай в отпуске
34327,0.012,16435.0,3,Зрелый,272620.0,0,0,0,кража автомобиля
36935,0.959,16436.0,3,Зрелый,225120.0,0,1,0,затопило дом
13879,1.0,22642.0,4,Пожилой,52650.0,0,0,0,потоп в квартире
5177,0.01,28848.0,4,Пожилой,120900.0,0,0,0,украли авто
73525,0.75,24832.0,4,Пожилой,102950.0,0,0,0,сотрясение во время отдыха
41672,0.426,18261.0,3,Зрелый,186090.0,2,0,0,травма во время отдыха
85947,1.0,24829.0,4,Пожилой,119040.0,0,0,0,сгорела квартира
78379,0.04,18259.0,3,Зрелый,220110.0,0,0,0,сгорел дом
52171,1.0,26658.0,4,Пожилой,129020.0,0,0,0,упало дерево на автомобиль
9782,1.0,13151.0,3,Зрелый,72100.0,1,0,0,поломка авто
46775,0.079,17899.0,3,Зрелый,122430.0,0,0,0,несчастный случай на отдыхе
24894,0.237,18262.0,3,Зрелый,135060.0,2,0,0,проникли в жилье
98745,0.034,14241.0,3,Зрелый,90110.0,0,0,0,замкнуло электричество дома
67718,1.0,29935.0,4,Пожилой,96080.0,0,0,0,замкнуло электричество дома
75786,1.0,20089.0,4,Пожилой,231080.0,0,0,0,украли авто
61700,1.0,20445.0,4,Пожилой,81130.0,1,0,0,травма во время отдыха
93766,0.14400000000000002,21175.0,4,Пожилой,99130.0,0,0,0,повреждение авто
113194,0.006999999999999999,22640.0,4,Пожилой,152560.0,2,0,1,врезались в автомобиль
435,0.206,19719.0,3,Зрелый,153630.0,0,0,0,сотрясение во время отдыха
107639,0.059,23009.0,4,Пожилой,92010.0,1,0,0,украли багаж в отпуске
51786,0.397,18255.0,3,Зрелый,222590.0,2,0,1,сломала ногу в отпуске
42888,0.605,12421.0,2,Молодой,102530.0,0,0,0,несчастный случай в отпуске
109174,0.029,29938.0,4,Пожилой,300050.0,0,0,0,сгорела квартира
83561,0.417,17893.0,3,Зрелый,210980.0,0,0,0,сгорела квартира
92930,0.293,24465.0,4,Пожилой,297630.0,0,0,0,травма во время отдыха
59086,0.43,22638.0,4,Пожилой,269240.0,0,0,0,сотрясение во время отдыха
68356,0.011,22273.0,4,Пожилой,300090.0,0,0,0,замкнуло электричество дома
58921,0.068,16795.0,3,Зрелый,159030.0,0,0,0,украли багаж в отпуске
4613,0.53,13881.0,3,Зрелый,177540.0,0,0,0,сломала ногу в отпуске
57587,0.693,13883.0,3,Зрелый,87110.0,2,0,1,несчастный случай на отдыхе
16750,0.225,27745.0,4,Пожилой,94590.0,0,0,0,кража автомобиля
18560,0.01,21178.0,4,Пожилой,174130.0,0,0,0,повреждение авто
57350,0.878,16439.0,3,Зрелый,276210.0,1,0,0,кража в квартире
94554,0.774,21545.0,4,Пожилой,66040.0,0,0,0,проникли в жилье
48208,0.017,20813.0,4,Пожилой,327580.0,1,0,0,потоп в квартире
12104,0.08800000000000001,17165.0,3,Зрелый,252030.0,0,0,0,врезались в автомобиль
22783,0.435,23731.0,4,Пожилой,144120.0,0,0,0,кража авто
79546,0.569,21180.0,4,Пожилой,223280.0,0,0,0,врезались в автомобиль
25605,0.057,17894.0,3,Зрелый,307610.0,0,0,0,повреждение автомобиля
63050,1.0,25557.0,4,Пожилой,324590.0,0,0,0,украли багаж в отпуске
38891,0.379,12788.0,3,Зрелый,255030.0,1,0,0,повреждение автомобиля
108655,0.0,16796.0,3,Зрелый,240090.0,0,0,0,кража в квартире
47247,0.213,20446.0,4,Пожилой,201960.0,0,0,0,повреждение авто
62238,0.0,24096.0,4,Пожилой,86640.0,0,0,0,травма в отпуске
8900,0.277,18257.0,3,Зрелый,212520.0,0,0,0,сгорела квартира
57902,0.012,19358.0,3,Зрелый,377630.0,0,0,0,несчастный случай на отдыхе
88841,0.023,21181.0,4,Пожилой,259990.0,0,0,0,кража авто
26211,0.0,19720.0,3,Зрелый,149380.0,0,0,0,сгорела квартира
36472,0.505,20451.0,4,Пожилой,51060.0,0,0,0,повреждение авто
32100,0.21600000000000005,19355.0,3,Зрелый,198060.0,0,0,0,хищение автомобиля (каско)
70176,0.058,24469.0,4,Пожилой,374930.0,0,0,0,украли багаж в отпуске
102767,0.054000000000000006,26295.0,4,Пожилой,48030.0,0,0,0,взломали квартиру
44842,1.0,10234.0,2,Молодой,33070.0,0,0,0,несчастный случай в отпуске
94572,0.102,22641.0,4,Пожилой,367540.0,0,0,0,поломка авто
14173,0.045,18985.0,3,Зрелый,159040.0,0,0,0,затопило дом
46074,0.171,15701.0,3,Зрелый,307630.0,0,0,0,повреждение авто
22265,0.057,13153.0,3,Зрелый,162580.0,4,1,0,взломали квартиру
21623,0.435,17892.0,3,Зрелый,126030.0,0,0,0,упало дерево на автомобиль
91697,0.115,18994.0,3,Зрелый,162030.0,0,0,0,травма во время отдыха
28118,1.0,15709.0,3,Зрелый,317980.0,0,0,0,сотрясение во время отдыха
41536,0.182,28847.0,4,Пожилой,230270.0,0,0,0,несчастный случай на отдыхе
1734,0.726,11694.0,2,Молодой,204600.0,0,0,0,сгорела квартира
15143,0.018000000000000002,12787.0,3,Зрелый,105130.0,0,0,0,кража автомобиля
41172,0.359,10955.0,2,Молодой,90280.0,0,0,0,повреждение автомобиля
72708,0.041,26659.0,4,Пожилой,105030.0,0,0,0,упало дерево на автомобиль
28186,0.197,18628.0,3,Зрелый,141060.0,0,0,0,несчастный случай в отпуске
83364,0.348,10229.0,2,Молодой,63110.0,0,0,0,врезались в автомобиль
44968,0.353,18985.0,3,Зрелый,282560.0,0,0,0,сгорела квартира
42972,0.182,20819.0,4,Пожилой,153140.0,0,0,0,несчастный случай в отпуске
109678,0.026,15343.0,3,Зрелый,338840.0,0,0,0,поломка авто
22438,0.177,21911.0,4,Пожилой,60140.0,0,0,0,поломка авто
47330,0.062,22279.0,4,Пожилой,126680.0,0,0,0,сотрясение во время отдыха
29038,0.119,12784.0,3,Зрелый,121640.0,0,0,0,сотрясение во время отдыха
49659,0.456,16432.0,3,Зрелый,550800.0,0,0,0,взломали квартиру
100158,0.904,14971.0,3,Зрелый,175590.0,1,0,0,украли авто
